StateFull,Year,Place of residence profile,Personal income (millions of dollars),Derivation of personal income,Net earnings by place of residence,Personal current transfer receipts,Income maintenance benefits 1/,Unemployment insurance compensation,Retirement and other,"Dividends, interest, and rent",Personal dividend income,Personal interest income,Imputed interest receipts 2/,Monetary interest receipts,Rental income of persons,Imputed rent,Monetary rent,Population (persons) 3/,Per capita incomes (dollars),Per capita personal income 4/,Per capita net earnings 4/,Per capita personal current transfer receipts 4/,Per capita income maintenance benefits 4/,Per capita unemployment insurance compensation 4/,Per capita retirement and other 4/,"Per capita dividends, interest, and rent 4/",Per capita dividends 4/,Per capita interest 4/,Per capita rent 4/,Place of work profile (millions of dollars),Earnings by place of work,Wages and salaries,Supplements to wages and salaries,Employer contributions for employee pension and insurance funds 5/,Employer contributions for government social insurance,Proprietors' income,Farm proprietors' income,Nonfarm proprietors' income,Total employment (number of jobs),Wage and salary employment,Proprietors employment,Farm proprietors employment 6/,Nonfarm proprietors employment,Average earnings per job (dollars),Average wages and salaries,Average nonfarm proprietors' income,Column1
Arkansas,2012,NA,106537,NA,59548.4,24336.6,2587.1,606.7,21142.9,22651.9,8714.5,10700.3,6588.8,4111.4,3237.1,2297.7,939.4,2949208,NA,36124,20191,8252,877,206,7169,7681,2955,3628,1098,NA,66962.6,47879.7,11313.6,7487.8,3825.8,7769.3,809.5,6959.8,1565142,1229574,335568,40629,294939,42784,38940,23597,
Arkansas,2013,NA,106429.6,NA,61139,24757.5,2636,474.3,21647.1,20533.1,7684.2,9438.6,6305.8,3132.8,3410.3,2402.8,1007.5,2956780,NA,35995,20678,8373,892,160,7321,6944,2599,3192,1153,NA,69617.6,48798.8,11734.8,7873.1,3861.7,9084,2167.1,6916.9,1569249,1231398,337851,40643,297208,44364,39629,23273,
Arkansas,2014,NA,112619.2,NA,62554.2,26240.3,2629.5,280.1,23330.6,23824.7,9936.9,10201.2,6566.3,3634.9,3686.5,2492.2,1194.3,2964800,NA,37985,21099,8851,887,94,7869,8036,3352,3441,1243,NA,71380.5,50460.5,12100.9,8096.9,4004,8819,1722.9,7096.1,1587285,1243481,343804,40119,303685,44970,40580,23367,
Arkansas,2015,NA,116248.6,NA,62997,27416.5,2632.7,270,24513.8,25835.1,10872.4,11001.4,7002.7,3998.8,3961.2,2816.6,1144.5,2975626,NA,39067,21171,9214,885,91,8238,8682,3654,3697,1331,NA,72103.1,52406.2,12022.4,7914.6,4107.8,7674.5,815.9,6858.6,1610206,1264491,345715,39841,305874,44779,41444,22423,
Arkansas,2016,NA,118769.6,NA,63971.1,28453.1,2569.8,199.2,25684,26345.5,11395.3,10963.9,6962.2,4001.7,3986.3,2818.5,1167.8,2988231,NA,39746,21408,9522,860,67,8595,8816,3813,3669,1334,NA,73128.7,53861.5,12283.4,8200.1,4083.3,6983.9,497.1,6486.8,1628582,1279315,349267,39341,309926,44903,42102,20930,
Arkansas,2017,NA,123313.4,NA,66463.9,29062.2,2496.9,157.8,26407.4,27787.3,11708.4,11881.3,7334.7,4546.6,4197.7,3041.1,1156.6,3004279,NA,41046,22123,9674,831,53,8790,9249,3897,3955,1397,NA,75942.9,55940.6,12701.5,8526.1,4175.5,7300.7,981.2,6319.5,1640722,1286301,354421,38692,315729,46286,43490,20015,
California,1998,NA,962746.1,NA,654906.3,111725.3,18374.8,2633.8,90716.7,196114.4,40205.2,124385.7,72052.8,52332.8,31523.5,17520.9,14002.7,32987675,NA,29185,19853,3387,557,80,2750,5945,1219,3771,956,NA,730064.9,517592.6,106769.1,70787.1,35982,105703.2,3719,101984.2,18432865,14746957,3685908,89428,3596480,39607,35098,28357,
California,1999,NA,1028383.3,NA,713008.5,117385.5,19226.2,2729.1,95430.2,197989.3,40547.8,123354.1,73708.5,49645.6,34087.5,20055.1,14032.3,33499204,NA,30699,21284,3504,574,81,2849,5910,1210,3682,1018,NA,794444.1,565624.7,115148.5,76265.5,38883,113670.9,3769.4,109901.5,18852334,15179482,3672852,88329,3584523,42140,37262,30660,
California,2000,NA,1135314.5,NA,797225.6,122177.5,19428.9,2507.6,100241.1,215911.4,45532.7,135837.7,78756,57081.7,34540.9,20812,13728.9,33987977,NA,33403,23456,3595,572,74,2949,6353,1340,3997,1016,NA,887549.2,638455.2,128231.2,85315,42916.2,120862.9,3601.8,117261.1,19228895,15621983,3606912,88324,3518588,46157,40869,33326,
California,2001,NA,1175177.7,NA,819535.5,135684.7,19350.3,3467.1,112867.3,219957.5,44375.9,138565.4,78755.2,59810.2,37016.3,21824.9,15191.4,34479458,NA,34083,23769,3935,561,101,3273,6379,1287,4019,1074,NA,914764.5,648050.3,138764.2,93185,45579.2,127950,3174.6,124775.4,19341458,15711829,3629629,81105,3548524,47296,41246,35163,
California,2002,NA,1193779.4,NA,833882.6,146045.1,20623.1,7194.8,118227.2,213851.7,48139.6,126707.7,79175.6,47532.1,39004.4,24258.8,14745.5,34871843,NA,34233,23913,4188,591,206,3390,6133,1380,3634,1119,NA,932151.3,645995.5,147776.9,100331.9,47445,138378.9,3991.9,134387,19358164,15641543,3716621,76768,3639853,48153,41300,36921,
California,2003,NA,1249800.3,NA,870019.1,154242.4,21899.1,7290,125053.3,225538.8,52777.7,128728.6,82822.6,45906,44032.5,29000.7,15031.8,35253159,NA,35452,24679,4375,621,207,3547,6398,1497,3652,1249,NA,973505.7,666057.7,161128.5,110247,50881.5,146319.5,5128.8,141190.7,19478671,15591389,3887282,69670,3817612,49978,42720,36984,
California,2004,NA,1329225.1,NA,928196.6,161451.8,23161.1,5216,133074.7,239576.7,69244,121056.2,83040.9,38015.3,49276.5,33512.3,15764.2,35574576,NA,37364,26092,4538,651,147,3741,6734,1946,3403,1385,NA,1041454.1,705728.2,176144.3,119799.3,56344.9,159581.6,6898.5,152683.1,19784145,15682676,4101469,66790,4034679,52641,45000,37843,
California,2005,NA,1408965.3,NA,972768.2,169300.7,24619.4,4525.4,140155.9,266896.4,72713.1,146525.4,89635.3,56890.1,47657.9,30565.1,17092.8,35827943,NA,39326,27151,4725,687,126,3912,7449,2030,4090,1330,NA,1091292.1,742516.1,184685.8,126376.8,58309.1,164090.2,6611.6,157478.6,20126877,15870028,4256849,65734,4191115,54221,46787,37574,
California,2006,NA,1517898.2,NA,1032533.8,181853.3,25486.5,4358.6,152008.2,303511.2,92871.9,168484.5,96497.3,71987.2,42154.8,23822.5,18332.3,36021202,NA,42139,28665,5049,708,121,4220,8426,2578,4677,1170,NA,1154635.2,791450.3,189157.8,130381.1,58776.7,174027.1,4713,169314.2,20505187,16116466,4388721,63912,4324809,56309,49108,39150,
California,2007,NA,1583029.8,NA,1065406.4,192795,26462.5,5036.1,161296.4,324828.4,102290,185295.2,102961.6,82333.6,37243.2,16474.6,20768.5,36250311,NA,43669,29390,5318,730,139,4450,8961,2822,5112,1027,NA,1189611.2,834657.4,195398.6,136753.6,58645,159555.1,7545.3,152009.9,20888396,16241789,4646607,67493,4579114,56951,51390,33196,
California,2008,NA,1606764.5,NA,1053099.2,218067.1,27660.4,7984,182422.7,335598.2,98676.7,184533.4,107319.8,77213.6,52388.1,25982.4,26405.7,36604337,NA,43895,28770,5957,756,218,4984,9168,2696,5041,1431,NA,1179852.8,843120.6,198914.5,140490.3,58424.1,137817.7,5313.6,132504.1,20654292,16052090,4602202,66821,4535381,57124,52524,29216,
California,2009,NA,1554229.7,NA,1014005.9,241051.1,30778.1,19154,191119,299172.6,67041.2,168579.1,107396.6,61182.5,63552.3,36696.2,26856.1,36961229,NA,42050,27434,6522,833,518,5171,8094,1814,4561,1719,NA,1136583.5,798912.4,190410.9,134844.8,55566.1,147260.3,6061.1,141199.2,19837628,15151262,4686366,65844,4620522,57294,52729,30559,
California,2010,NA,1627839,NA,1062829.6,266907.1,32907.8,22180,211819.3,298102.3,66890.1,155075,103576.5,51498.5,76137.1,44658.6,31478.6,37327690,NA,43609,28473,7150,882,594,5675,7986,1792,4154,2040,NA,1186105.7,813694.4,195369.5,139837.9,55531.6,177041.9,6959.5,170082.3,19642444,14946231,4696213,65373,4630840,60385,54441,36728,
California,2011,NA,1738413.1,NA,1132825.1,268503.8,34168.7,17563.9,216771.3,337084.1,85307.9,161170.7,106520.2,54650.5,90605.5,54505.3,36100.2,37672654,NA,46145,30070,7127,907,466,5754,8948,2264,4278,2405,NA,1248830,847508.9,210178.5,151640,58538.5,191142.5,9948,181194.6,19986021,15091751,4894270,64615,4829655,62485,56157,37517,
California,2012,NA,1853467.2,NA,1205132.8,271100.6,34481.6,13894.3,222724.7,377233.9,106069.4,172406,110134.3,62271.8,98758.4,58963.8,39794.7,38019006,NA,48751,31698,7131,907,365,5858,9922,2790,4535,2598,NA,1325712.7,903208.8,211507.4,149983.3,61524.1,210996.5,11235.8,199760.7,20666908,15713601,4953307,63286,4890021,64147,57479,40851,
California,2013,NA,1885672.4,NA,1233349.3,282010.5,35328,10729.6,235952.9,370312.6,101314.6,162537,108405.6,54131.5,106460.9,68319.8,38141.1,38347383,NA,49173,32163,7354,921,280,6153,9657,2642,4239,2776,NA,1374135.1,933895.2,227948,164261.9,63686.1,212292,13241.3,199050.7,21319995,16212158,5107837,64457,5043380,64453,57605,39468,
California,2014,NA,2021640,NA,1300693.7,299637.7,35453.2,6079.5,258105,421308.7,123966.7,177139.7,116621.2,60518.5,120202.3,77750.9,42451.5,38701278,NA,52237,33609,7742,916,157,6669,10886,3203,4577,3106,NA,1449542.3,991782,237839.4,170662.6,67176.7,219921,15695.6,204225.3,21998371,16693308,5305063,64081,5240982,65893,59412,38967,
California,2015,NA,2173299.7,NA,1384335.4,323721.9,36042.1,5268,282411.8,465242.3,139063.8,193469.2,127129.1,66340.1,132709.4,85792.4,46917,39032444,NA,55679,35466,8294,923,135,7235,11919,3563,4957,3400,NA,1542217.7,1067152.6,251231.3,179892.9,71338.3,223833.8,14996.9,208836.9,22688560,17184799,5503761,65251,5438510,67973,62099,38400,
California,2016,NA,2259413.9,NA,1439134.4,335046,34801.1,5252.2,294992.7,485233.4,145218.5,195292.5,127891.4,67401.1,144722.4,94355.1,50367.3,39296476,NA,57497,36622,8526,886,134,7507,12348,3695,4970,3683,NA,1603729.4,1115732.5,257706,183808.9,73897.1,230291,12110.7,218180.3,23169071,17601469,5567602,64615,5502987,69219,63389,39648,
California,2017,NA,2364129.4,NA,1524304.8,331431.8,34080.9,5181.3,292169.6,508392.8,149932.6,206850.9,132308.1,74542.8,151609.3,101552.8,50056.5,39536653,NA,59796,38554,8383,862,131,7390,12859,3792,5232,3835,NA,1697321.4,1187475.7,268870.7,191481.3,77389.5,240975,14702.4,226272.6,23584800,17908517,5676283,64937,5611346,71967,66308,40324,
Colorado,1998,NA,122314.7,NA,85742.8,10718.6,1081.9,150.9,9485.9,25853.3,6564.3,16144.8,9698.4,6446.4,3144.2,1990.1,1154.1,4116639,NA,29712,20828,2604,263,37,2304,6280,1595,3922,764,NA,95221.8,69857.4,13878.3,9257.6,4620.8,11486,464.9,11021.2,2732491,2172785,559706,29586,530120,34848,32151,20790,
Colorado,1999,NA,132205,NA,94461.7,11403.5,1083.8,156.1,10163.6,26339.8,6731.5,16171.9,10070.8,6101.1,3436.4,2316,1120.4,4226018,NA,31284,22352,2698,256,37,2405,6233,1593,3827,813,NA,104750.1,76636.4,15078.9,10071,5007.9,13034.8,584,12450.8,2808435,2247839,560596,28911,531685,37298,34093,23418,
Colorado,2000,NA,147234.3,NA,105835,12048.7,1070.5,152.6,10825.7,29350.6,7577.4,18105.6,11012.1,7093.5,3667.6,2462.1,1205.5,4326921,NA,34027,24460,2785,247,35,2502,6783,1751,4184,848,NA,117250.3,86411.5,16956.8,11390.2,5566.6,13882.1,384.6,13497.4,2918002,2331747,586255,29601,556654,40182,37059,24247,
Colorado,2001,NA,154409.8,NA,110909.6,13354.7,1086.9,310.9,11956.9,30145.5,7462.6,18643.3,11066.3,7577.1,4039.5,2685.2,1354.4,4425687,NA,34889,25060,3018,246,70,2702,6811,1686,4213,913,NA,122914.6,89129.9,18188.9,12329.6,5859.3,15595.9,666.8,14929.1,2941583,2347048,594535,30873,563662,41785,37975,26486,
Colorado,2002,NA,154765.5,NA,110776.1,14841.4,1224,698,12919.4,29148.1,7675.4,17320.7,11168.5,6152.1,4152,2900.9,1251.1,4490406,NA,34466,24669,3305,273,155,2877,6491,1709,3857,925,NA,123161.9,88062.7,18552.5,12268.7,6283.8,16546.6,262.1,16284.5,2916941,2304858,612083,31826,580257,42223,38207,28064,
Colorado,2003,NA,157543.2,NA,112154,15583.3,1357.5,710.5,13515.2,29806,7793,17446.4,11422.2,6024.1,4566.6,3299.3,1267.3,4528732,NA,34787,24765,3441,300,157,2984,6582,1721,3852,1008,NA,124745.2,89252.3,19458.9,13033.6,6425.2,16034,353.5,15680.6,2908619,2275384,633235,30471,602764,42888,39225,26014,
Colorado,2004,NA,163427,NA,116327.8,16241.1,1476.6,418,14346.4,30858.2,9720,16584.5,11625.5,4959,4553.7,3272.8,1280.9,4575013,NA,35722,25427,3550,323,91,3136,6745,2125,3625,995,NA,129756.1,93550.3,20417.2,13460,6957.2,15788.6,536.7,15251.9,2958379,2298524,659855,29148,630707,43861,40700,24182,
Colorado,2005,NA,174771.6,NA,123195,17548.6,1634.5,323.5,15590.5,34028.1,10288.6,19659.8,12452.1,7207.7,4079.7,2652.1,1427.6,4631888,NA,37732,26597,3789,353,70,3366,7346,2221,4244,881,NA,137449.8,98774.3,21811.6,14407,7404.6,16863.9,654.8,16209,3036666,2347482,689184,28483,660701,45263,42077,24533,
Colorado,2006,NA,188803.3,NA,131317.8,18853,1655.1,298.3,16899.6,38632.6,13351.4,21736,13073,8663,3545.1,2065.2,1480,4720423,NA,39997,27819,3994,351,63,3580,8184,2828,4605,751,NA,146429.3,105649.2,22231.1,14477.1,7754,18549,374.1,18174.9,3109368,2400410,708958,27899,681059,47093,44013,26686,
Colorado,2007,NA,201227.3,NA,137656.6,20192.5,1730.7,314.5,18147.3,43378.2,15881.3,24401.1,14069,10332.1,3095.8,1473.3,1622.5,4803868,NA,41889,28655,4203,360,65,3778,9030,3306,5079,644,NA,153571.8,112525.6,22923.2,14867.7,8055.6,18123,600.4,17522.5,3217961,2448706,769255,33175,736080,47723,45953,23805,
Colorado,2008,NA,207772.7,NA,139553.4,23523.8,1935.6,519.8,21068.4,44695.5,15588,24320.7,14861.3,9459.4,4786.9,2483.2,2303.6,4889730,NA,42492,28540,4811,396,106,4309,9141,3188,4974,979,NA,156143.4,116709.8,23720.4,15355.7,8364.7,15713.2,421.3,15291.9,3251097,2474409,776688,32689,743999,48028,47167,20554,
Colorado,2009,NA,198147.2,NA,131571.1,26130.1,2406.9,1758.7,21964.6,40446,10991.9,23472,15456.3,8015.7,5982.1,3877.7,2104.3,4972195,NA,39851,26461,5255,484,354,4417,8134,2211,4721,1203,NA,147498.1,112227.5,24400.3,16438.3,7962,10870.2,237.2,10633,3164426,2367380,797046,32193,764853,46611,47406,13902,
Colorado,2010,NA,204691.9,NA,135249.9,29592.7,2706.4,2219.5,24666.8,39849.3,10425.3,21921.5,15243.5,6678,7502.5,4934.6,2567.9,5048029,NA,40549,26793,5862,536,440,4886,7894,2065,4343,1486,NA,151254.3,113670.3,24620,16546.1,8073.9,12964,549.5,12414.5,3143637,2346646,796991,32509,764482,48114,48439,16239,
Colorado,2011,NA,222572,NA,145467.3,30550.6,2810.9,1818.2,25921.5,46554,13791,23381.2,15904,7477.3,9381.7,6133.1,3248.7,5116411,NA,43502,28432,5971,549,355,5066,9099,2695,4570,1834,NA,160436.8,118414,24604,15890.1,8713.9,17418.8,863.7,16555.1,3204078,2383753,820325,32842,787483,50073,49675,21023,
Colorado,2012,NA,236687.4,NA,154207.9,30700.8,2878,1267.1,26555.8,51778.7,16706.2,24922.4,16457.4,8465.1,10150.1,6757.1,3393,5186330,NA,45637,29734,5920,555,244,5120,9984,3221,4805,1957,NA,169753,124947.2,25828.4,16681.1,9147.3,18977.3,718.7,18258.6,3262925,2437001,825924,32130,793794,52025,51271,23002,
Colorado,2013,NA,248959,NA,165644.7,31861.2,2936.8,941.6,27982.7,51453.1,15748.5,24563.6,16859.2,7704.4,11141,7479,3661.9,5262556,NA,47308,31476,6054,558,179,5317,9777,2993,4668,2117,NA,183684.6,129521.5,27369.5,18081.3,9288.3,26793.6,737.8,26055.8,3356175,2507504,848671,32053,816618,54730,51654,31907,
Colorado,2014,NA,271101,NA,179376.9,34194.3,2929.9,523.6,30740.8,57529.7,18732.9,26355.7,17936.9,8418.8,12441.1,8047.2,4393.9,5342311,NA,50746,33577,6401,548,98,5754,10769,3507,4933,2329,NA,198826.9,138585.2,29298.1,19259.1,10038.9,30943.6,821.8,30121.8,3466084,2593887,872197,31531,840666,57364,53428,35831,
Colorado,2015,NA,284142.9,NA,184520.6,36987.9,2905.2,519.6,33563.1,62634.3,20718.2,28347.1,19245,9102.1,13569.1,9119.8,4449.3,5440445,NA,52228,33916,6799,534,96,6169,11513,3808,5210,2494,NA,205119.9,146486.9,29967.8,19381.9,10585.9,28665.2,1083.1,27582.1,3571903,2670453,901450,31127,870323,57426,54855,31692,
Colorado,2016,NA,289620.9,NA,185939.9,38552.9,2941,514.4,35097.5,65128,21535,28565.5,19305.6,9259.9,15027.5,10345.2,4682.3,5530105,NA,52372,33623,6971,532,93,6347,11777,3894,5165,2717,NA,207209.5,150976.6,30794.5,19874.5,10920,25438.4,693.2,24745.2,3664707,2726685,938022,30734,907288,56542,55370,27274,
Colorado,2017,NA,306411.1,NA,198691.5,39530,2895.9,425.7,36208.3,68189.7,22243.4,30158,19941.2,10216.8,15788.2,11143.7,4644.6,5607154,NA,54646,35435,7050,516,76,6458,12161,3967,5378,2816,NA,221162.4,160371.8,32289.9,20805.3,11484.6,28500.7,832.1,27668.6,3743025,2784085,958940,30728,928212,59087,57603,29808,
Connecticut,1998,NA,126866.7,NA,88782.2,13840.1,1237.9,325.2,12277,24244.4,5440.1,15937.2,8170.8,7766.4,2867.1,1927.5,939.6,3365352,NA,37698,26381,4113,368,97,3648,7204,1617,4736,852,NA,92892.7,68510.4,13573.5,8901.2,4672.2,10808.8,57.9,10750.9,2036825,1709380,327445,4024,323421,45607,40079,33241,
Connecticut,1999,NA,134176.3,NA,95341.2,14170.8,1183.5,360.6,12626.7,24664.3,5334.6,16239.2,8609.5,7629.7,3090.6,2177.9,912.7,3386401,NA,39622,28154,4185,349,106,3729,7283,1575,4795,913,NA,100033,72497,14396.7,9551.2,4845.5,13139.3,79.4,13059.9,2070018,1732908,337110,3888,333222,48325,41835,39193,
Connecticut,2000,NA,147015.2,NA,104727.6,14919.7,1169.2,339.3,13411.1,27367.9,6061.3,18239.8,9476.2,8763.6,3066.8,2213.9,852.9,3411777,NA,43091,30696,4373,343,99,3931,8022,1777,5346,899,NA,109881.4,78196,15535.6,10374.2,5161.4,16149.8,92.9,16056.9,2118177,1756884,361293,3810,357483,51875,44508,44916,
Connecticut,2001,NA,155326.5,NA,111474.2,15836.4,1148.6,493.7,14194.1,28015.9,5769.3,18850.3,9537.7,9312.6,3396.3,2475,921.3,3432835,NA,45247,32473,4613,335,144,4135,8161,1681,5491,989,NA,116958.7,80744.8,16728.6,11422.9,5305.8,19485.2,59.4,19425.8,2125253,1753339,371914,4074,367840,55033,46052,52810,
Connecticut,2002,NA,155240.9,NA,111960.6,16979.5,1157.5,847,14975,26300.8,6207.3,16508.4,9204.8,7303.7,3585,2671.7,913.4,3458749,NA,44884,32370,4909,335,245,4330,7604,1795,4773,1037,NA,117738.1,79812.3,17119.9,11480.4,5639.4,20805.9,13.2,20792.6,2117734,1737593,380141,4020,376121,55596,45933,55282,
Connecticut,2003,NA,157488,NA,113091.2,17324.9,1242.2,927.3,15155.4,27071.9,7005.7,16060.1,9206,6854.1,4006.1,3057.1,949,3484336,NA,45199,32457,4972,357,266,4350,7770,2011,4609,1150,NA,119013.1,81417.8,18256.5,12492.8,5763.6,19338.9,31.6,19307.3,2112290,1715891,396399,3847,392552,56343,47449,49184,
Connecticut,2004,NA,166423.4,NA,118484.9,18375.6,1323.7,597.7,16454.2,29562.9,9643.3,15754.6,9842.3,5912.3,4164.9,3306.1,858.8,3496094,NA,47603,33891,5256,379,171,4706,8456,2758,4506,1191,NA,123986.9,85974.1,19983.8,13939.2,6044.6,18028.9,46.6,17982.3,2144331,1722818,421513,3758,417755,57821,49903,43045,
Connecticut,2005,NA,175733,NA,124095.1,18957.8,1414.8,542.8,17000.2,32680.2,9612.1,19303.1,10610,8693.1,3764.9,2772.2,992.7,3506956,NA,50110,35385,5406,403,155,4848,9319,2741,5504,1074,NA,129210.9,89732.1,20813,14638.2,6174.8,18665.8,67.4,18598.4,2171980,1732049,439931,3728,436203,59490,51807,42637,
Connecticut,2006,NA,190585.8,NA,131375.3,20230.5,1440.6,542.4,18247.5,38980,12282.1,23683.6,12104.3,11579.3,3014.3,2112.5,901.8,3517460,NA,54183,37349,5751,410,154,5188,11082,3492,6733,857,NA,135801.3,94440.7,20831.1,14555,6276.1,20529.5,38.5,20491,2202108,1748700,453408,3646,449762,61669,54006,45560,
Connecticut,2007,NA,205012.5,NA,139790.4,21466,1710.8,563.5,19191.8,43756.1,14303.2,26946.9,13321.7,13625.2,2506,1476.7,1029.3,3527270,NA,58122,39631,6086,485,160,5441,12405,4055,7640,710,NA,143290.6,100686.2,21903.9,15361.3,6542.6,20700.5,41,20659.4,2245720,1763183,482537,4214,478323,63806,57105,43191,
Connecticut,2008,NA,217022.6,NA,148084.1,24562.8,1917.3,861.3,21784.1,44375.7,14958.3,25482.2,13499.4,11982.9,3935.2,2698.5,1236.7,3545579,NA,61209,41766,6928,541,243,6144,12516,4219,7187,1110,NA,150903.9,101543.2,22575.2,15822.3,6752.9,26785.5,57.3,26728.3,2256043,1764648,491395,4397,486998,66889,57543,54884,
Connecticut,2009,NA,213686.8,NA,147915.2,27243.7,2139.8,2116.3,22987.6,38527.9,10049.2,23011,13217.3,9793.7,5467.8,4196.2,1271.6,3561807,NA,59994,41528,7649,601,594,6454,10817,2821,6460,1535,NA,152975.8,96173.5,22136.9,15520.8,6616.2,34665.4,58.4,34607,2196161,1692091,504070,4567,499503,69656,56837,69283,
Connecticut,2010,NA,222631.7,NA,154198.9,29066.1,2356.7,2430,24279.4,39366.7,10071,22504,13369.6,9134.4,6791.8,5338.3,1453.5,3580171,NA,62185,43070,8119,658,679,6782,10996,2813,6286,1897,NA,157372.9,97781.5,22687.2,16021.6,6665.6,36904.1,68.6,36835.5,2171933,1671424,500509,4778,495731,72458,58502,74305,
Connecticut,2011,NA,229055.1,NA,157203.4,29152.9,2420.7,1952.9,24779.3,42698.9,12006.6,22477.9,13384,9093.9,8214.4,6465.4,1749,3591927,NA,63769,43766,8116,674,544,6899,11887,3343,6258,2287,NA,158819.9,101498.7,23122.8,16155.1,6967.8,34198.4,69.7,34128.6,2206269,1685883,520386,5069,515317,71986,60205,66228,
Connecticut,2012,NA,233699.2,NA,157087.4,29499.4,2420.1,1601.3,25478,47112.4,14242.6,24036.4,13774.7,10261.7,8833.3,7005.8,1827.5,3597705,NA,64958,43663,8200,673,445,7082,13095,3959,6681,2455,NA,157217.6,104234.9,23113.6,15910.5,7203.1,29869.2,75.4,29793.8,2223221,1704885,518336,5191,513145,70716,61139,58061,
Connecticut,2013,NA,229251.8,NA,153017.2,29828.9,2515.7,1323.7,25989.5,46405.6,13230.3,23833.8,14083.4,9750.5,9341.4,7440.2,1901.2,3602470,NA,63637,42476,8280,698,367,7214,12882,3673,6616,2593,NA,155951,105453.7,23705.9,16384.3,7321.6,26791.4,79.9,26711.5,2246561,1717324,529237,5299,523938,69418,61406,50982,
Connecticut,2014,NA,239857.1,NA,157648.3,30619.5,2581,731.8,27306.6,51589.4,16848.1,25210.3,14754.4,10455.9,9531,7472.1,2058.9,3600188,NA,66624,43789,8505,717,203,7585,14330,4680,7002,2647,NA,160641.7,108993.4,24079.1,16587,7492.1,27569.2,-1.8,27571,2266473,1730733,535740,5303,530437,70877,62975,51978,
Connecticut,2015,NA,246012.2,NA,160596.1,31735.2,2593.9,616.1,28525.2,53680.8,17065,26758.7,15946.7,10812,9857.2,7566.9,2290.3,3593862,NA,68453,44686,8830,722,171,7937,14937,4748,7446,2743,NA,163805.1,112370.3,24913.6,17191.8,7721.8,26521.2,42,26479.1,2288407,1740318,548089,5391,542698,71580,64569,48792,
Connecticut,2016,NA,249513.2,NA,162238.5,32734.5,2533.1,654,29547.4,54540.2,17837.3,26469.4,15482.7,10986.7,10233.4,7762.9,2470.5,3587685,NA,69547,45221,9124,706,182,8236,15202,4972,7378,2852,NA,166259.4,113190.8,24950.6,17152.7,7797.9,28118.1,-7,28125.1,2300577,1744009,556568,5386,551182,72269,64903,51027,
Connecticut,2017,NA,257713.6,NA,167096.8,33288.5,2497,634.8,30156.7,57328.3,18286.4,28235.4,16088.2,12147.2,10806.5,8355,2451.5,3588184,NA,71823,46569,9277,696,177,8404,15977,5096,7869,3012,NA,168308.9,114743.2,25600.6,17649.5,7951.1,27965.1,-3.5,27968.6,2314217,1745197,569020,5385,563635,72728,65748,49622,
Delaware,1998,NA,22495.3,NA,15144.8,2699.5,208.7,65.5,2425.3,4650.9,1230.8,2975.1,1633.6,1341.6,445.1,315,130.1,763335,NA,29470,19840,3536,273,86,3177,6093,1612,3898,583,NA,18597.2,13830.6,3054.4,2061.8,992.6,1712.2,107.4,1604.8,476426,417879,58547,2615,55932,39035,33097,28693,
Delaware,1999,NA,24140.1,NA,16783.5,2814.4,216.3,58.9,2539.1,4542.2,1149,2902.3,1663.9,1238.5,490.9,359,131.9,774990,NA,31149,21656,3631,279,76,3276,5861,1483,3745,633,NA,20613.2,14764.6,3215.3,2159.2,1056.1,2633.3,109.3,2524,491018,429712,61306,2500,58806,41981,34359,42921,
Delaware,2000,NA,26628.5,NA,18491.6,3070.5,224.2,70.8,2775.5,5066.3,1323,3230.1,1785.8,1444.3,513.3,378.7,134.7,786373,NA,33862,23515,3905,285,90,3530,6443,1682,4108,653,NA,22518.5,15656.2,3473.1,2366.4,1106.7,3389.2,112.9,3276.3,503458,437114,66344,2505,63839,44728,35817,51322,
Delaware,2001,NA,29340.4,NA,20970.1,3367.6,233.1,90.3,3044.3,5002.7,1250.9,3192.5,1764.5,1427.9,559.3,430.3,129,795699,NA,36874,26354,4232,293,113,3826,6287,1572,4012,703,NA,25074.2,16379.8,3628.8,2503.5,1125.3,5065.5,176.3,4889.2,502735,435790,66945,2396,64549,49876,37587,75744,
Delaware,2002,NA,30328.7,NA,21617,3628.4,258.1,141.8,3228.6,5083.3,1472.2,2978.8,1823.6,1155.2,632.3,477.8,154.5,806169,NA,37621,26814,4501,320,176,4005,6306,1826,3695,784,NA,25776.6,16737,3824.5,2652.4,1172.1,5215.1,45.5,5169.6,500640,431374,69266,2184,67082,51487,38799,77064,
Delaware,2003,NA,31030.8,NA,21968.9,3895.7,286.5,159.9,3449.3,5166.2,1569.6,2929.7,1871.8,1057.9,666.9,551.7,115.2,818003,NA,37935,26857,4762,350,195,4217,6316,1919,3582,815,NA,26269.6,17343.9,4043.5,2825.3,1218.2,4882.2,137.3,4745,504099,431320,72779,2011,70768,52112,40211,67050,
