ID,ZCTA5CE00,CLASSFP00,MTFCC00,FUNCSTAT00
4060,19555,B5,G6350,S
4061,19536,B5,G6350,S
4062,19516,B5,G6350,S
4063,19512,B5,G6350,S
4064,19505,B5,G6350,S
4065,19526,B5,G6350,S
4066,19464,B5,G6350,S
4067,19522,B5,G6350,S
4068,18092,B5,G6350,S
4069,17555,B5,G6350,S
4070,19511,B5,G6350,S
4071,19554,B5,G6350,S
4072,19602,B5,G6350,S
4073,19520,B5,G6350,S
4074,19609,B5,G6350,S
4075,19540,B5,G6350,S
4076,19551,B5,G6350,S
4077,18011,B5,G6350,S
4078,19605,B5,G6350,S
4079,19518,B5,G6350,S
4080,18031,B5,G6350,S
4081,19507,B5,G6350,S
4082,158XX,B5,G6350,S
4083,15832,B5,G6350,S
4084,15861,B5,G6350,S
4085,16720,B5,G6350,S
4086,15834,B5,G6350,S
4087,158HH,B5,G6350,S
4088,18211,B5,G6350,S
4089,18254,B5,G6350,S
4090,182HH,B5,G6350,S
4091,18240,B5,G6350,S
4092,18012,B5,G6350,S
4093,18071,B5,G6350,S
4094,18229,B5,G6350,S
4095,18210,B5,G6350,S
4096,18201,B5,G6350,S
4097,18235,B5,G6350,S
4098,18661,B5,G6350,S
4099,18250,B5,G6350,S
4100,18230,B5,G6350,S
4101,18030,B5,G6350,S
4102,18255,B5,G6350,S
4103,18216,B5,G6350,S
4104,18244,B5,G6350,S
4105,18232,B5,G6350,S
4106,18624,B5,G6350,S
4107,18058,B5,G6350,S
4108,26852,B5,G6350,S
4109,26801,B5,G6350,S
4110,268HH,B5,G6350,S
4111,26818,B5,G6350,S
4112,26838,B5,G6350,S
4113,26810,B5,G6350,S
4114,26836,B5,G6350,S
4115,26851,B5,G6350,S
4116,26812,B5,G6350,S
4117,26845,B5,G6350,S
4118,17352,B5,G6350,S
4119,17315,B5,G6350,S
4120,17370,B5,G6350,S
4121,17364,B5,G6350,S
4122,17363,B5,G6350,S
4123,17407,B5,G6350,S
4124,17355,B5,G6350,S
4125,17368,B5,G6350,S
4126,17319,B5,G6350,S
4127,17314,B5,G6350,S
4128,17322,B5,G6350,S
4129,17365,B5,G6350,S
4130,17347,B5,G6350,S
4131,173HH,B5,G6350,S
4132,17406,B5,G6350,S
4133,17313,B5,G6350,S
4134,17401,B5,G6350,S
4135,17402,B5,G6350,S
4136,17318,B5,G6350,S
4137,17339,B5,G6350,S
4138,17311,B5,G6350,S
4139,17321,B5,G6350,S
4140,17302,B5,G6350,S
4141,17329,B5,G6350,S
4142,17404,B5,G6350,S
4143,17349,B5,G6350,S
4144,17361,B5,G6350,S
4145,17366,B5,G6350,S
4146,17356,B5,G6350,S
4147,174HH,B5,G6350,S
4148,17360,B5,G6350,S
4149,17345,B5,G6350,S
4150,17327,B5,G6350,S
4151,17309,B5,G6350,S
4152,17403,B5,G6350,S
4153,17362,B5,G6350,S
4154,17317,B5,G6350,S
4155,16321,B5,G6350,S
4156,16347,B5,G6350,S
4157,16322,B5,G6350,S
4158,16351,B5,G6350,S
4159,16370,B5,G6350,S
4160,15828,B5,G6350,S
4161,16341,B5,G6350,S
4162,162XX,B5,G6350,S
4163,25245,B5,G6350,S
4164,25241,B5,G6350,S
4165,25231,B5,G6350,S
4166,25262,B5,G6350,S
4167,25271,B5,G6350,S
4168,25248,B5,G6350,S
4169,26143,B5,G6350,S
4170,261HH,B5,G6350,S
4171,25275,B5,G6350,S
4172,25239,B5,G6350,S
4173,25252,B5,G6350,S
4174,26164,B5,G6350,S
4175,252HH,B5,G6350,S
4176,25264,B5,G6350,S
4177,25279,B5,G6350,S
4178,25244,B5,G6350,S
4179,17035,B5,G6350,S
4180,17068,B5,G6350,S
4181,170XX,B5,G6350,S
4182,17047,B5,G6350,S
4183,17006,B5,G6350,S
4184,17024,B5,G6350,S
4185,17220,B5,G6350,S
4186,17021,B5,G6350,S
4187,17037,B5,G6350,S
4188,17090,B5,G6350,S
4189,17062,B5,G6350,S
4190,17069,B5,G6350,S
4191,17219,B5,G6350,S
4192,17074,B5,G6350,S
4193,17040,B5,G6350,S
4194,15419,B5,G6350,S
4195,15333,B5,G6350,S
4196,15376,B5,G6350,S
4197,15053,B5,G6350,S
4198,15347,B5,G6350,S
4199,15324,B5,G6350,S
4200,15054,B5,G6350,S
4201,15022,B5,G6350,S
4202,15055,B5,G6350,S
4203,15367,B5,G6350,S
4204,15019,B5,G6350,S
4205,15314,B5,G6350,S
4206,15322,B5,G6350,S
4207,153HH,B5,G6350,S
4208,15434,B5,G6350,S
4209,15368,B5,G6350,S
4210,15329,B5,G6350,S
4211,15350,B5,G6350,S
4212,15038,B5,G6350,S
4213,15427,B5,G6350,S
4214,15021,B5,G6350,S
4215,15321,B5,G6350,S
4216,15033,B5,G6350,S
4217,15342,B5,G6350,S
4218,15483,B5,G6350,S
4219,15004,B5,G6350,S
4220,15477,B5,G6350,S
4221,15378,B5,G6350,S
4222,15348,B5,G6350,S
4223,15330,B5,G6350,S
4224,15311,B5,G6350,S
4225,15312,B5,G6350,S
4226,15429,B5,G6350,S
4227,15363,B5,G6350,S
4228,15078,B5,G6350,S
4229,15317,B5,G6350,S
4230,15423,B5,G6350,S
4231,15361,B5,G6350,S
4232,15323,B5,G6350,S
4233,15377,B5,G6350,S
4234,15313,B5,G6350,S
4235,15412,B5,G6350,S
4236,15060,B5,G6350,S
4237,15331,B5,G6350,S
4238,15067,B5,G6350,S
4239,15360,B5,G6350,S
4240,15432,B5,G6350,S
4241,15340,B5,G6350,S
4242,15379,B5,G6350,S
4243,15345,B5,G6350,S
4244,15358,B5,G6350,S
4245,15301,B5,G6350,S
4246,17557,B5,G6350,S
4247,17520,B5,G6350,S
4248,17547,B5,G6350,S
4249,17512,B5,G6350,S
4250,17518,B5,G6350,S
4251,17529,B5,G6350,S
4252,176HH,B5,G6350,S
4253,17501,B5,G6350,S
4254,17543,B5,G6350,S
4255,17579,B5,G6350,S
4256,17572,B5,G6350,S
4257,17517,B5,G6350,S
4258,17562,B5,G6350,S
4259,17582,B5,G6350,S
4260,17540,B5,G6350,S
4261,17551,B5,G6350,S
4262,17554,B5,G6350,S
4263,17584,B5,G6350,S
4264,17602,B5,G6350,S
4265,17601,B5,G6350,S
4266,17552,B5,G6350,S
4267,17502,B5,G6350,S
4268,19501,B5,G6350,S
4269,17535,B5,G6350,S
4270,17522,B5,G6350,S
4271,17516,B5,G6350,S
4272,17532,B5,G6350,S
4273,17519,B5,G6350,S
4274,17565,B5,G6350,S
4275,17576,B5,G6350,S
4276,17603,B5,G6350,S
4277,17581,B5,G6350,S
4278,17570,B5,G6350,S
4279,17563,B5,G6350,S
4280,17509,B5,G6350,S
4281,17505,B5,G6350,S
4282,17536,B5,G6350,S
4283,17560,B5,G6350,S
4284,17508,B5,G6350,S
4285,17538,B5,G6350,S
4286,17566,B5,G6350,S
4287,17578,B5,G6350,S
4288,175HH,B5,G6350,S
4289,15012,B5,G6350,S
4290,15484,B5,G6350,S
4291,15447,B5,G6350,S
4292,15469,B5,G6350,S
4293,15472,B5,G6350,S
4294,15430,B5,G6350,S
4295,15455,B5,G6350,S
4296,15425,B5,G6350,S
4297,15433,B5,G6350,S
4298,15460,B5,G6350,S
4299,15486,B5,G6350,S
4300,15401,B5,G6350,S
4301,15492,B5,G6350,S
4302,15478,B5,G6350,S
4303,15410,B5,G6350,S
4304,15458,B5,G6350,S
4305,15440,B5,G6350,S
4306,15445,B5,G6350,S
4307,15476,B5,G6350,S
4308,15666,B5,G6350,S
4309,15610,B5,G6350,S
4310,15420,B5,G6350,S
4311,15489,B5,G6350,S
4312,15413,B5,G6350,S
4313,15444,B5,G6350,S
4314,15468,B5,G6350,S
4315,15482,B5,G6350,S
4316,15459,B5,G6350,S
4317,15424,B5,G6350,S
4318,15622,B5,G6350,S
4319,15470,B5,G6350,S
4320,15490,B5,G6350,S
4321,15631,B5,G6350,S
4322,15474,B5,G6350,S
4323,15454,B5,G6350,S
4324,15417,B5,G6350,S
4325,15451,B5,G6350,S
4326,154HH,B5,G6350,S
4327,15450,B5,G6350,S
4328,15422,B5,G6350,S
4329,15456,B5,G6350,S
4330,15446,B5,G6350,S
4331,15431,B5,G6350,S
4332,15466,B5,G6350,S
4333,15475,B5,G6350,S
4334,15436,B5,G6350,S
4335,15443,B5,G6350,S
4336,15480,B5,G6350,S
4337,15438,B5,G6350,S
4338,15437,B5,G6350,S
4339,15442,B5,G6350,S
4340,15461,B5,G6350,S
4341,15557,B5,G6350,S
4342,15428,B5,G6350,S
4343,15473,B5,G6350,S
4344,15683,B5,G6350,S
4345,15462,B5,G6350,S
4346,15464,B5,G6350,S
4347,17963,B5,G6350,S
4348,17064,B5,G6350,S
4349,17046,B5,G6350,S
4350,17077,B5,G6350,S
4351,17016,B5,G6350,S
4352,17545,B5,G6350,S
4353,17073,B5,G6350,S
4354,17041,B5,G6350,S
4355,17083,B5,G6350,S
4356,17010,B5,G6350,S
4357,17042,B5,G6350,S
4358,17038,B5,G6350,S
4359,17003,B5,G6350,S
4360,17088,B5,G6350,S
4361,17833,B5,G6350,S
4362,17882,B5,G6350,S
4363,17889,B5,G6350,S
4364,17086,B5,G6350,S
4365,17827,B5,G6350,S
4366,17862,B5,G6350,S
4367,17813,B5,G6350,S
4368,17870,B5,G6350,S
4369,17853,B5,G6350,S
4370,17864,B5,G6350,S
4371,17045,B5,G6350,S
4372,17861,B5,G6350,S
4373,17812,B5,G6350,S
4374,17842,B5,G6350,S
4375,15935,B5,G6350,S
4376,15937,B5,G6350,S
4377,15411,B5,G6350,S
4378,15540,B5,G6350,S
4379,15501,B5,G6350,S
4380,15551,B5,G6350,S
4381,15530,B5,G6350,S
4382,25434,B5,G6350,S
4383,25411,B5,G6350,S
4384,25427,B5,G6350,S
4385,25422,B5,G6350,S
4386,18801,B5,G6350,S
4387,18825,B5,G6350,S
4388,18630,B5,G6350,S
4389,18413,B5,G6350,S
4390,18430,B5,G6350,S
4391,18820,B5,G6350,S
4392,18824,B5,G6350,S
4393,18816,B5,G6350,S
4394,18834,B5,G6350,S
4395,18821,B5,G6350,S
4396,18826,B5,G6350,S
4397,18844,B5,G6350,S
4398,18818,B5,G6350,S
4399,18842,B5,G6350,S
4400,18441,B5,G6350,S
4401,18813,B5,G6350,S
4402,18827,B5,G6350,S
4403,18828,B5,G6350,S
4404,18823,B5,G6350,S
4405,15531,B5,G6350,S
4406,15485,B5,G6350,S
4407,15563,B5,G6350,S
4408,15544,B5,G6350,S
4409,15541,B5,G6350,S
4410,15520,B5,G6350,S
4411,15558,B5,G6350,S
4412,15553,B5,G6350,S
4413,15936,B5,G6350,S
4414,15552,B5,G6350,S
4415,15532,B5,G6350,S
4416,15538,B5,G6350,S
4417,15924,B5,G6350,S
4418,15928,B5,G6350,S
4419,15560,B5,G6350,S
4420,15547,B5,G6350,S
4421,15926,B5,G6350,S
4422,15542,B5,G6350,S
4423,15546,B5,G6350,S
4424,15562,B5,G6350,S
4425,18812,B5,G6350,S
4426,18839,B5,G6350,S
4427,18822,B5,G6350,S
4428,26134,B5,G6350,S
4429,26184,B5,G6350,S
4430,26146,B5,G6350,S
4431,16112,B5,G6350,S
4432,16116,B5,G6350,S
4433,16101,B5,G6350,S
4434,16132,B5,G6350,S
4435,16102,B5,G6350,S
4436,16105,B5,G6350,S
4437,16155,B5,G6350,S
4438,16142,B5,G6350,S
4439,16156,B5,G6350,S
4440,16140,B5,G6350,S
4441,16143,B5,G6350,S
4442,16159,B5,G6350,S
4443,16160,B5,G6350,S
4444,18356,B5,G6350,S
4445,18354,B5,G6350,S
4446,18332,B5,G6350,S
4447,18331,B5,G6350,S
4448,18347,B5,G6350,S
4449,18333,B5,G6350,S
4450,18355,B5,G6350,S
4451,184XX,B5,G6350,S
4452,18330,B5,G6350,S
4453,18323,B5,G6350,S
4454,18350,B5,G6350,S
4455,18370,B5,G6350,S
4456,18321,B5,G6350,S
4457,18360,B5,G6350,S
4458,18372,B5,G6350,S
4459,18357,B5,G6350,S
4460,18466,B5,G6350,S
4461,18341,B5,G6350,S
4462,18349,B5,G6350,S
4463,18344,B5,G6350,S
4464,18327,B5,G6350,S
4465,18353,B5,G6350,S
4466,18322,B5,G6350,S
4467,18346,B5,G6350,S
4468,18334,B5,G6350,S
4469,25251,B5,G6350,S
4470,25286,B5,G6350,S
4471,25285,B5,G6350,S
4472,25005,B5,G6350,S
4473,25276,B5,G6350,S
4474,25270,B5,G6350,S
4475,25071,B5,G6350,S
4476,25281,B5,G6350,S
4477,25259,B5,G6350,S
4478,25243,B5,G6350,S
4479,25266,B5,G6350,S
4480,25045,B5,G6350,S
4481,26074,B5,G6350,S
4482,26003,B5,G6350,S
4483,26060,B5,G6350,S
4484,26059,B5,G6350,S
4485,26155,B5,G6350,S
4486,26581,B5,G6350,S
4487,26055,B5,G6350,S
4488,26575,B5,G6350,S
4489,26348,B5,G6350,S
4490,26186,B5,G6350,S
4491,26562,B5,G6350,S
4492,26167,B5,G6350,S
4493,26419,B5,G6350,S
4494,26377,B5,G6350,S
4495,26162,B5,G6350,S
4496,26159,B5,G6350,S
4497,17960,B5,G6350,S
4498,17983,B5,G6350,S
4499,17933,B5,G6350,S
4500,17979,B5,G6350,S
4501,18220,B5,G6350,S
4502,17965,B5,G6350,S
4503,17925,B5,G6350,S
4504,17946,B5,G6350,S
4505,17923,B5,G6350,S
4506,19549,B5,G6350,S
4507,18231,B5,G6350,S
4508,18248,B5,G6350,S
4509,18242,B5,G6350,S
4510,18252,B5,G6350,S
4511,17953,B5,G6350,S
4512,17936,B5,G6350,S
4513,17948,B5,G6350,S
4514,17935,B5,G6350,S
4515,17943,B5,G6350,S
4516,17972,B5,G6350,S
4517,17976,B5,G6350,S
4518,17921,B5,G6350,S
4519,17968,B5,G6350,S
4520,17931,B5,G6350,S
4521,18214,B5,G6350,S
4522,18237,B5,G6350,S
4523,17938,B5,G6350,S
4524,17974,B5,G6350,S
4525,17961,B5,G6350,S
4526,17970,B5,G6350,S
4527,17930,B5,G6350,S
4528,18245,B5,G6350,S
4529,17901,B5,G6350,S
4530,17944,B5,G6350,S
4531,17957,B5,G6350,S
4532,17954,B5,G6350,S
4533,17967,B5,G6350,S
4534,17952,B5,G6350,S
4535,17934,B5,G6350,S
4536,17949,B5,G6350,S
4537,17951,B5,G6350,S
4538,17959,B5,G6350,S
4539,17982,B5,G6350,S
4540,17929,B5,G6350,S
4541,17981,B5,G6350,S
4542,17922,B5,G6350,S
4543,17978,B5,G6350,S
4544,179HH,B5,G6350,S
4545,18218,B5,G6350,S
4546,18064,B5,G6350,S
4547,18072,B5,G6350,S
4548,18040,B5,G6350,S
4549,18088,B5,G6350,S
4550,18067,B5,G6350,S
4551,18351,B5,G6350,S
4552,18083,B5,G6350,S
4553,18015,B5,G6350,S
4554,18017,B5,G6350,S
4555,18086,B5,G6350,S
4556,18045,B5,G6350,S
4557,18035,B5,G6350,S
4558,18343,B5,G6350,S
4559,18091,B5,G6350,S
4560,18063,B5,G6350,S
4561,18014,B5,G6350,S
4562,18020,B5,G6350,S
4563,18032,B5,G6350,S
4564,18013,B5,G6350,S
4565,18103,B5,G6350,S
4566,18038,B5,G6350,S
4567,26435,B5,G6350,S
4568,26330,B5,G6350,S
4569,26424,B5,G6350,S
4570,26347,B5,G6350,S
4571,26354,B5,G6350,S
4572,26431,B5,G6350,S
4573,18421,B5,G6350,S
4574,18414,B5,G6350,S
4575,18510,B5,G6350,S
4576,18512,B5,G6350,S
4577,18407,B5,G6350,S
4578,18419,B5,G6350,S
4579,18420,B5,G6350,S
4580,18444,B5,G6350,S
4581,18433,B5,G6350,S
4582,18653,B5,G6350,S
4583,18471,B5,G6350,S
4584,18508,B5,G6350,S
4585,18518,B5,G6350,S
4586,18517,B5,G6350,S
4587,18509,B5,G6350,S
4588,18519,B5,G6350,S
4589,18403,B5,G6350,S
4590,18434,B5,G6350,S
4591,18505,B5,G6350,S
4592,18447,B5,G6350,S
4593,18446,B5,G6350,S
4594,18504,B5,G6350,S
4595,18507,B5,G6350,S
4596,18503,B5,G6350,S
4597,18452,B5,G6350,S
4598,18411,B5,G6350,S
4599,18436,B5,G6350,S
4600,26866,B5,G6350,S
4601,26884,B5,G6350,S
4602,26807,B5,G6350,S
4603,26886,B5,G6350,S
4604,26815,B5,G6350,S
4605,26814,B5,G6350,S
4606,26804,B5,G6350,S
4607,268XX,B5,G6350,S
4608,26802,B5,G6350,S
4609,26160,B5,G6350,S
4610,26138,B5,G6350,S
4611,26180,B5,G6350,S
4612,25571,B5,G6350,S
4613,25521,B5,G6350,S
4614,25557,B5,G6350,S
4615,250HH,B5,G6350,S
4616,25699,B5,G6350,S
4617,25567,B5,G6350,S
4618,25003,B5,G6350,S
4619,25540,B5,G6350,S
4620,25523,B5,G6350,S
4621,25501,B5,G6350,S
4622,25524,B5,G6350,S
4623,25544,B5,G6350,S
4624,25565,B5,G6350,S
4625,25564,B5,G6350,S
4626,25573,B5,G6350,S
4627,26170,B5,G6350,S
4628,26178,B5,G6350,S
4629,26337,B5,G6350,S
4630,26148,B5,G6350,S
4631,26325,B5,G6350,S
4632,26346,B5,G6350,S
4633,26456,B5,G6350,S
4634,26415,B5,G6350,S
4635,26161,B5,G6350,S
4636,26327,B5,G6350,S
4637,26362,B5,G6350,S
4638,26421,B5,G6350,S
4639,24823,B5,G6350,S
4640,24839,B5,G6350,S
4641,25870,B5,G6350,S
4642,24844,B5,G6350,S
4643,24845,B5,G6350,S
4644,24726,B5,G6350,S
4645,24898,B5,G6350,S
4646,24869,B5,G6350,S
4647,24716,B5,G6350,S
4648,24827,B5,G6350,S
4649,25608,B5,G6350,S
4650,25882,B5,G6350,S
4651,248HH,B5,G6350,S
4652,25848,B5,G6350,S
4653,24818,B5,G6350,S
4654,24880,B5,G6350,S
4655,24736,B5,G6350,S
4656,25845,B5,G6350,S
4657,25826,B5,G6350,S
4658,24849,B5,G6350,S
4659,24874,B5,G6350,S
4660,25913,B5,G6350,S
4661,24857,B5,G6350,S
4662,24882,B5,G6350,S
4663,24860,B5,G6350,S
4664,25875,B5,G6350,S
4665,24867,B5,G6350,S
4666,24870,B5,G6350,S
4667,25928,B5,G6350,S
4668,24854,B5,G6350,S
4669,25916,B5,G6350,S
4670,24822,B5,G6350,S
4671,24719,B5,G6350,S
4672,26684,B5,G6350,S
4673,26691,B5,G6350,S
4674,26205,B5,G6350,S
4675,26202,B5,G6350,S
4676,266HH,B5,G6350,S
4677,26660,B5,G6350,S
4678,26676,B5,G6350,S
4679,26681,B5,G6350,S
4680,25059,B5,G6350,S
4681,262HH,B5,G6350,S
4682,26679,B5,G6350,S
4683,26690,B5,G6350,S
4684,26656,B5,G6350,S
4685,26208,B5,G6350,S
4686,26617,B5,G6350,S
4687,266XX,B5,G6350,S
4688,26678,B5,G6350,S
4689,26667,B5,G6350,S
4690,26662,B5,G6350,S
4691,26671,B5,G6350,S
4692,26651,B5,G6350,S
4693,25043,B5,G6350,S
4694,26639,B5,G6350,S
4695,26610,B5,G6350,S
4696,26440,B5,G6350,S
4697,26508,B5,G6350,S
4698,264HH,B5,G6350,S
4699,26519,B5,G6350,S
4700,26542,B5,G6350,S
4701,26525,B5,G6350,S
4702,26705,B5,G6350,S
4703,26405,B5,G6350,S
4704,26716,B5,G6350,S
4705,26764,B5,G6350,S
4706,26547,B5,G6350,S
4707,21550,B5,G6350,S
4708,26425,B5,G6350,S
4709,26444,B5,G6350,S
4710,26374,B5,G6350,S
4711,26537,B5,G6350,S
4712,26520,B5,G6350,S
4713,26410,B5,G6350,S
4714,26563,B5,G6350,S
4715,26591,B5,G6350,S
4716,26574,B5,G6350,S
4717,26576,B5,G6350,S
4718,26586,B5,G6350,S
4719,26582,B5,G6350,S
4720,26570,B5,G6350,S
4721,26585,B5,G6350,S
4722,26571,B5,G6350,S
4723,26554,B5,G6350,S
4724,26559,B5,G6350,S
4725,26587,B5,G6350,S
4726,26588,B5,G6350,S
4727,26572,B5,G6350,S
4728,26437,B5,G6350,S
4729,26448,B5,G6350,S
4730,265HH,B5,G6350,S
4731,26215,B5,G6350,S
4732,26217,B5,G6350,S
4733,26266,B5,G6350,S
4734,26222,B5,G6350,S
4735,26288,B5,G6350,S
4736,26206,B5,G6350,S
4737,25421,B5,G6350,S
4738,25428,B5,G6350,S
4739,25401,B5,G6350,S
4740,25413,B5,G6350,S
4741,25420,B5,G6350,S
4742,25419,B5,G6350,S
4743,17855,B5,G6350,S
4744,17837,B5,G6350,S
4745,17829,B5,G6350,S
4746,17810,B5,G6350,S
4747,17845,B5,G6350,S
4748,17886,B5,G6350,S
4749,17887,B5,G6350,S
4750,17835,B5,G6350,S
4751,17885,B5,G6350,S
4752,17844,B5,G6350,S
4753,178XX,B5,G6350,S
4754,17856,B5,G6350,S
4755,26230,B5,G6350,S
4756,26298,B5,G6350,S
4757,26203,B5,G6350,S
4758,17847,B5,G6350,S
4759,26619,B5,G6350,S
4760,26624,B5,G6350,S
4761,26631,B5,G6350,S
4762,26412,B5,G6350,S
4763,26627,B5,G6350,S
4764,26447,B5,G6350,S
4765,25063,B5,G6350,S
4766,26376,B5,G6350,S
4767,26611,B5,G6350,S
4768,26601,B5,G6350,S
4769,26335,B5,G6350,S
4770,26629,B5,G6350,S
4771,26641,B5,G6350,S
4772,26615,B5,G6350,S
4773,26636,B5,G6350,S
4774,26621,B5,G6350,S
4775,26623,B5,G6350,S
4776,17730,B5,G6350,S
4777,17823,B5,G6350,S
4778,17851,B5,G6350,S
4779,17832,B5,G6350,S
4780,17866,B5,G6350,S
4781,17825,B5,G6350,S
4782,17834,B5,G6350,S
4783,17881,B5,G6350,S
4784,17860,B5,G6350,S
4785,17941,B5,G6350,S
4786,17964,B5,G6350,S
4787,17830,B5,G6350,S
4788,17857,B5,G6350,S
4789,17872,B5,G6350,S
4790,17840,B5,G6350,S
4791,17836,B5,G6350,S
4792,17749,B5,G6350,S
4793,17868,B5,G6350,S
4794,17801,B5,G6350,S
4795,17850,B5,G6350,S
4796,17777,B5,G6350,S
4797,17865,B5,G6350,S
4798,17867,B5,G6350,S
4799,17772,B5,G6350,S
4800,25205,B5,G6350,S
4801,25009,B5,G6350,S
4802,25193,B5,G6350,S
4803,25206,B5,G6350,S
4804,25154,B5,G6350,S
4805,25204,B5,G6350,S
4806,25081,B5,G6350,S
4807,25024,B5,G6350,S
4808,25149,B5,G6350,S
4809,25148,B5,G6350,S
4810,25208,B5,G6350,S
4811,25114,B5,G6350,S
4812,25047,B5,G6350,S
4813,25130,B5,G6350,S
4814,25169,B5,G6350,S
4815,25165,B5,G6350,S
4816,25051,B5,G6350,S
4817,25181,B5,G6350,S
4818,25028,B5,G6350,S
4819,25108,B5,G6350,S
4820,25049,B5,G6350,S
4821,25010,B5,G6350,S
4822,25508,B5,G6350,S
4823,25209,B5,G6350,S
4824,16744,B5,G6350,S
4825,16731,B5,G6350,S
4826,16745,B5,G6350,S
4827,16724,B5,G6350,S
4828,16750,B5,G6350,S
4829,16726,B5,G6350,S
4830,16701,B5,G6350,S
4831,16748,B5,G6350,S
4832,16725,B5,G6350,S
4833,16732,B5,G6350,S
4834,16727,B5,G6350,S
4835,16733,B5,G6350,S
4836,16749,B5,G6350,S
4837,16743,B5,G6350,S
4838,16729,B5,G6350,S
4839,16730,B5,G6350,S
4840,16738,B5,G6350,S
4841,16740,B5,G6350,S
4842,167XX,B5,G6350,S
4843,16333,B5,G6350,S
4844,16751,B5,G6350,S
4845,18085,B5,G6350,S
4846,18018,B5,G6350,S
4847,25053,B5,G6350,S
4848,25529,B5,G6350,S
4849,25021,B5,G6350,S
4850,18453,B5,G6350,S
4851,18415,B5,G6350,S
4852,18473,B5,G6350,S
4853,18439,B5,G6350,S
4854,18417,B5,G6350,S
4855,18437,B5,G6350,S
4856,18438,B5,G6350,S
4857,18469,B5,G6350,S
4858,18470,B5,G6350,S
4859,18459,B5,G6350,S
4860,18461,B5,G6350,S
4861,18465,B5,G6350,S
4862,18431,B5,G6350,S
4863,18462,B5,G6350,S
4864,18847,B5,G6350,S
4865,18472,B5,G6350,S
4866,18456,B5,G6350,S
4867,18455,B5,G6350,S
4868,18443,B5,G6350,S
4869,30066,B5,G6350,S
4870,30126,B5,G6350,S
4871,30082,B5,G6350,S
4872,30144,B5,G6350,S
4873,30064,B5,G6350,S
4874,30067,B5,G6350,S
4875,30068,B5,G6350,S
4876,30106,B5,G6350,S
4877,30062,B5,G6350,S
4878,30152,B5,G6350,S
4879,30141,B5,G6350,S
4880,30127,B5,G6350,S
4881,30339,B5,G6350,S
4882,30080,B5,G6350,S
4883,30168,B5,G6350,S
4884,30060,B5,G6350,S
4885,303HH,B5,G6350,S
4886,30008,B5,G6350,S
4887,31750,B5,G6350,S
4888,31699,B5,G6350,S
4889,31606,B5,G6350,S
4890,31636,B5,G6350,S
4891,32053,B5,G6350,S
4892,31605,B5,G6350,S
4893,31641,B5,G6350,S
4894,31645,B5,G6350,S
4895,31632,B5,G6350,S
4896,317XX,B5,G6350,S
4897,31783,B5,G6350,S
4898,31798,B5,G6350,S
4899,31079,B5,G6350,S
4900,31650,B5,G6350,S
4901,30223,B5,G6350,S
4902,31754,B5,G6350,S
4903,30680,B5,G6350,S
4904,30011,B5,G6350,S
4905,31746,B5,G6350,S
4906,26529,B5,G6350,S
4907,26501,B5,G6350,S
4908,26543,B5,G6350,S
4909,26505,B5,G6350,S
4910,26541,B5,G6350,S
4911,26589,B5,G6350,S
4912,26521,B5,G6350,S
4913,26534,B5,G6350,S
4914,26544,B5,G6350,S
4915,26531,B5,G6350,S
4916,26590,B5,G6350,S
4917,30753,B5,G6350,S
4918,30731,B5,G6350,S
4919,30730,B5,G6350,S
4920,30747,B5,G6350,S
4921,30165,B5,G6350,S
4922,30105,B5,G6350,S
4923,30563,B5,G6350,S
4924,30531,B5,G6350,S
4925,30510,B5,G6350,S
4926,30577,B5,G6350,S
4927,30523,B5,G6350,S
4928,30511,B5,G6350,S
4929,30535,B5,G6350,S
4930,30571,B5,G6350,S
4931,318HH,B5,G6350,S
4932,31822,B5,G6350,S
4933,31833,B5,G6350,S
4934,30241,B5,G6350,S
4935,30741,B5,G6350,S
4936,307HH,B5,G6350,S
4937,30742,B5,G6350,S
4938,30726,B5,G6350,S
4939,30707,B5,G6350,S
4940,30739,B5,G6350,S
4941,30909,B5,G6350,S
4942,30814,B5,G6350,S
4943,30907,B5,G6350,S
4944,308HH,B5,G6350,S
4945,30813,B5,G6350,S
4946,30802,B5,G6350,S
4947,30809,B5,G6350,S
4948,309HH,B5,G6350,S
4949,30824,B5,G6350,S
4950,31501,B5,G6350,S
4951,31516,B5,G6350,S
4952,31503,B5,G6350,S
4953,31552,B5,G6350,S
4954,31550,B5,G6350,S
4955,31624,B5,G6350,S
4956,30663,B5,G6350,S
4957,30621,B5,G6350,S
4958,30641,B5,G6350,S
4959,30650,B5,G6350,S
4960,30701,B5,G6350,S
4961,30124,B5,G6350,S
4962,30173,B5,G6350,S
4963,30147,B5,G6350,S
4964,30125,B5,G6350,S
4965,30161,B5,G6350,S
4966,30733,B5,G6350,S
4967,31738,B5,G6350,S
4968,31765,B5,G6350,S
4969,31775,B5,G6350,S
4970,31756,B5,G6350,S
4971,31771,B5,G6350,S
4972,31747,B5,G6350,S
4973,31744,B5,G6350,S
4974,31722,B5,G6350,S
4975,30170,B5,G6350,S
4976,30230,B5,G6350,S
4977,30240,B5,G6350,S
4978,31803,B5,G6350,S
4979,31801,B5,G6350,S
4980,31058,B5,G6350,S
4981,30734,B5,G6350,S
4982,30177,B5,G6350,S
4983,30175,B5,G6350,S
4984,30619,B5,G6350,S
4985,30667,B5,G6350,S
4986,30669,B5,G6350,S
4987,30630,B5,G6350,S
